,0
stuck,6.750284330905028
recut,6.883332413921273
mulch,6.997070061658068
genre,7.686153153616464
plume,6.452486752627344
rifle,7.586752709609006
count,7.771694432666098
incur,7.463763574569137
total,7.661343089105572
wrest,7.866599132517013
mocha,7.496847852596106
deter,7.319830127476967
study,7.171736177316048
lover,7.031524489655159
safer,6.985616904326022
rivet,7.970047641321333
funny,5.516979149088563
smoke,6.789687843602531
mound,7.1197509919816255
sedan,7.771138048061215
pagan,6.222507701067919
swine,6.969943924439304
guile,7.17235191784547
gusty,6.724813006632139
equip,6.528149701324656
tough,7.834679673910525
canoe,7.642985194286426
chaos,8.485497218841244
covet,7.112644126875176
human,7.565123642508304
udder,6.36042682667247
lunch,7.117251651290445
blast,7.567191060553601
stray,7.569447758422137
manga,5.925107622626683
melee,6.457238356806695
lefty,6.736279110144682
quick,6.415068528399376
paste,7.528979343573609
given,7.351206263811072
octet,7.4464832325588945
risen,7.727589137840333
groan,7.5660727756557025
leaky,6.479296720786418
grind,7.290958957004421
carve,7.033611165395709
loose,7.445074845196836
sadly,7.221615307769936
spilt,7.699853877101267
apple,6.598810618590195
slack,7.049084459506513
honey,7.669327753595441
final,7.032521112714041
sheen,7.522073363895062
eerie,6.833217878685496
minty,6.737657558173599
slick,7.185674967088368
derby,6.44286636797572
wharf,6.818271387389494
spelt,7.500241688543256
coach,6.89369508449637
erupt,7.3391848013881456
singe,7.494206392541119
price,7.583354901980094
spawn,6.487261408459169
fairy,6.619279931663001
jiffy,4.690012033303133
filmy,6.0601469744517305
stack,6.663462040588862
chose,8.066801895865545
sleep,7.180857591860016
ardor,7.601406797064376
nanny,4.749103759272974
niece,7.622244182235394
woozy,5.106787059879678
handy,6.620894828111928
grace,7.06743887240491
ditto,7.162882706847318
stank,6.745400602642561
cream,7.175582494194838
diode,6.920212389075579
valor,7.210020551708646
angle,7.165510701341379
ninja,5.702329227477708
muddy,5.557006444558645
chase,7.914730155920951
reply,7.108105686538438
prone,7.189502067711963
spoil,7.273561334292133
heart,8.519994328390233
shade,7.107710904561508
diner,7.399547794471237
arson,8.047922930284583
onion,6.544081946685516
sleet,7.60071924704703
dowel,7.808462745805696
couch,6.602978157679841
palsy,6.927718814055899
bowel,7.207919413175469
smile,7.449327621331029
evoke,6.240068773694344
creek,6.9250326030216085
lance,7.811238588359421
eagle,7.271103415201922
idiot,7.075235266308948
siren,7.939893462541347
built,7.435890871336728
embed,6.806355742873695
award,6.841341535247851
dross,7.2407152701377635
annul,6.7390528621838
goody,5.877684698800425
frown,6.673761319872495
patio,7.669749296263331
laden,7.745744433547562
humid,7.487768514513866
elite,7.519567746457913
lymph,6.541004810426209
edify,6.291783029977541
might,7.33627426404201
reset,7.905339345439196
visit,7.663431760665617
gusto,7.812932388399561
purse,7.217673124988919
vapor,6.867196642329063
crock,5.818248913933936
write,7.974251807507625
sunny,6.067738480417084
loath,7.921430168655531
chaff,5.913692423277629
slide,7.260847421760612
queer,6.037748193672021
venom,7.1191507325178325
stamp,6.614646081225019
sorry,6.892874176797245
still,7.306078563101376
acorn,7.497467000609075
aping,6.808355369033557
pushy,6.60549810215653
tamer,7.58413906035668
hater,8.047715517931744
mania,6.574242845468946
awoke,6.695030166281874
brawn,6.744944445647861
swift,7.130421507899924
exile,6.402275112666801
birch,7.473549020387827
lucky,6.607525407880976
freer,6.126167487198026
risky,6.80637204366844
ghost,8.300045112779275
plier,7.147299811444177
winch,7.204208368336468
snare,7.390374674696658
nurse,7.380727499364361
house,8.516336508491984
borax,6.70604464870721
nicer,7.01124134639625
lurch,7.292395115302523
exalt,7.20765110787166
about,8.700173963417097
savvy,5.213052959229233
toxin,7.403425734780939
tunic,7.7648168674272275
pried,7.46603515199532
inlay,6.941415032449178
chump,6.445274280155686
lanky,6.289503700199909
cress,7.586142985858906
eater,7.331521419162834
elude,6.682749745036364
cycle,6.72516669771787
kitty,6.146192923380638
boule,7.374541395202456
moron,7.012889915156633
tenet,7.240628522473912
place,7.62508946300879
lobby,5.8721255538845885
plush,7.051074760453368
vigil,6.507496849663087
index,7.290494941789197
blink,6.838946895836709
clung,6.604699192270085
qualm,6.49725756464217
croup,7.502589621819923
clink,7.333978881093614
juicy,6.218269080541042
stage,7.468589825082904
decay,6.828217333989103
nerve,6.708221705317718
flier,6.793005422241257
shaft,7.494834113043799
crook,6.166077105582163
china,7.586411494884192
ridge,7.630706473623406
vowel,7.438841633073173
gnome,7.15193307698134
snuck,6.728374286538846
icing,6.345716674615885
spiny,6.161416946433207
rigor,6.969275033051479
snail,7.776214684126034
flown,6.66467659230752
rabid,7.237250215568291
prose,7.706776935779831
thank,7.569615469930291
poppy,4.65129662060857
budge,6.328275326164293
fiber,6.234052800864394
moldy,6.899777112177935
dowdy,5.78442176259249
kneel,7.036845254074319
track,7.238792473359659
caddy,5.64519539722762
quell,6.054352752325033
dumpy,5.750886645247666
paler,7.153319616655963
swore,7.382324816926841
rebar,6.902398093036219
scuba,7.009482269086299
splat,7.446452249279492
flyer,6.191757253145556
horny,7.474860146727737
mason,7.465618638778086
doing,7.466991688236113
ozone,5.830676240863531
amply,6.554625695205637
ovary,6.86424114812456
beset,7.401309545778628
queue,5.4916215919899845
cliff,6.681381734333535
magic,7.182932638679708
truce,7.353222704579649
sport,7.989173332677372
fritz,6.844828532984696
edict,7.238153607191171
twirl,7.909026502237167
verse,6.951746732427917
llama,6.315911570678681
eaten,7.696723160336706
range,7.525106917311267
whisk,7.166973719302163
hovel,7.691625441938902
rehab,7.463873583759911
macaw,6.246866242958124
sigma,7.379773576972487
spout,7.494435622283479
verve,5.780991088415205
sushi,7.690241651567896
dying,6.538518265867184
fetid,7.298710928207339
brain,7.141522079232095
buddy,5.518272098945555
thump,7.0151580483199965
scion,7.848653038797166
candy,6.265733054323431
basin,7.444570942097982
march,7.671133167574039
crowd,7.209038540232965
arbor,7.390529488546586
gayly,5.4835222949401645
musky,6.115323482635697
stain,7.312581270885229
dally,6.256263154749711
bless,7.178065927633947
bravo,6.811117090740668
stung,6.819578351930194
title,8.0384751115025
ruler,6.328155218074966
kiosk,6.863340458089056
blond,7.623494013330156
ennui,6.6546149622056125
layer,6.951365329719907
fluid,7.49439489945104
tatty,5.64211209393311
score,7.721269066360699
cutie,7.973132249888408
zebra,6.480097843762958
barge,7.13546229437753
matey,7.217849861319366
bluer,6.361133003345276
aider,7.594811004320352
shook,6.42989320592956
river,6.202218763749197
privy,6.005317667987423
betel,7.294610313310953
frisk,6.712411916763578
bongo,6.275486776142795
begun,6.912050453657609
azure,6.601113099068462
weave,6.14515185559758
genie,7.383016109028248
sound,7.754599126901039
glove,6.630141369932336
scope,7.309973857697964
wryly,5.883947509330676
rover,6.3069794298762245
assay,6.273022508245763
ocean,7.641765290034665
bloom,6.375604850901695
irate,8.274301860668837
later,7.801507660459239
silky,6.681720885369758
wreck,6.944298271052929
dwelt,7.161895982972902
smack,6.540876943048657
solid,8.454341292832718
amaze,5.945472619722208
hazel,6.919254817372252
wrist,8.10493057264975
jolly,5.537736844823733
globe,7.006011277596092
flint,7.002287811254246
rouse,7.747696657590438
civil,7.0687420188026
vista,7.720959430704873
relax,6.696371566646012
cover,6.731265988020336
alive,7.207901215590572
beech,6.906244094229256
jetty,5.668798949453523
bliss,7.1252595976831605
vocal,7.212807173196843
often,7.991998583188938
dolly,6.7402465511079726
eight,7.518739949554018
joker,6.188742532742541
since,7.969384640299896
event,6.925258106991164
ensue,7.543246473676858
shunt,7.51107200632995
diver,6.849610718869558
poser,7.781386164481896
worst,8.002515865572622
sweep,6.828638622313319
alley,6.881658485636279
creed,7.007540809711413
anime,7.4005084206795075
leafy,6.503092622860323
bosom,6.587472973137199
dunce,7.038240232164718
stare,8.049383126093305
pudgy,6.067145940072193
waive,6.9021563593104025
choir,8.174224999426952
stood,6.884263443223256
outgo,6.895386807540165
delay,7.119959753634753
bilge,7.172297589975279
ideal,8.021108153227576
clasp,7.418481050366643
seize,6.18800939136558
hotly,7.608177768577987
