Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Hard Ratio,f_pos_1,f_pos_2,f_pos_3,f_pos_4,f_pos_5,f_let_1,f_let_2,f_let_3,f_let_4,f_let_5,gini,continuous,gain_1,gain_2
2022-01-17,212,shire,222197,5640,1,8,32,32,18,8,2,0.025382880956988617,0.1206444650015417,0.0420906567992599,0.0810206598828245,0.0554270736971939,0.1173296330558125,0.2348087021755439,0.3102272727272727,0.2795956371375366,0.1729196729196729,0.2284599219453617,0.7999999999999999,0,5.206457086955635,7.846026736262219
2022-01-18,213,proxy,220950,6206,1,2,11,24,31,26,6,0.028087802670287397,0.0662195497995683,0.072463768115942,0.0765494912118408,0.0009250693802035,0.1002929386370644,0.4254581475978207,0.226070226070226,0.2237494366831906,0.0416666666666666,0.6272902603664416,0.7999999999999999,0,4.066237690912542,5.919805804460724
2022-01-19,214,point,280622,7094,1,16,37,28,12,4,1,0.02527955755429011,0.0662195497995683,0.1615787850755473,0.0810206598828245,0.0607462226333641,0.0560437866173296,0.4254581475978207,0.4722848129788193,0.2795956371375366,0.2669376693766938,0.2206373292867982,0.7999999999999999,0,5.001776378292729,8.008857780113145
2022-01-20,215,robot,243964,6589,1,8,29,34,20,8,1,0.027008083159810462,0.0484119642306506,0.1615787850755473,0.0258248535306814,0.0538082022818378,0.0560437866173296,0.151034151034151,0.4722848129788193,0.2059004302397049,0.1572780531771068,0.2206373292867982,0.72,0,4.708692555636309,7.1664113249372905
2022-01-21,216,prick,273727,7409,1,8,30,33,19,7,1,0.027067114314627348,0.0662195497995683,0.072463768115942,0.0810206598828245,0.0316836262719704,0.0199660807893925,0.4254581475978207,0.226070226070226,0.2795956371375366,0.2026627218934911,0.1720930232558139,0.7999999999999999,0,4.405339434374721,6.67388300370855
2022-01-22,217,wince,241489,6850,1,3,17,33,29,15,3,0.02836568125256223,0.0318378045020043,0.1066142460684551,0.074313906876349,0.0316836262719704,0.1173296330558125,0.397497593840231,0.3679169992019154,0.3265582655826558,0.2026627218934911,0.2284599219453617,0.7999999999999999,0,4.734779857914666,7.385276585491764
2022-01-23,218,crimp,269929,7630,1,5,28,38,20,7,1,0.02826669235243342,0.0710761640456367,0.072463768115942,0.0810206598828245,0.0309898242368177,0.011332099907493,0.4546351084812623,0.226070226070226,0.2795956371375366,0.2034412955465587,0.0728083209509658,0.7999999999999999,0,4.580860349511348,6.840174241561624
2022-01-24,219,knoll,258038,8317,1,1,11,29,33,21,4,0.032231686805819296,0.0289855072463768,0.026595744680851,0.0765494912118408,0.0594357076780758,0.0366944187480727,0.2498338870431893,0.1168699186991869,0.2237494366831906,0.22871551468407,0.1412043903886087,0.72,1,4.485756579885635,6.916204330290993
2022-01-25,220,sugar,276404,8708,1,6,25,34,23,9,1,0.03150460919523596,0.1206444650015417,0.091504779525131,0.0280604378661732,0.0827937095282146,0.0518809744064138,0.2348087021755439,0.4727200318598168,0.2214111922141119,0.1792988313856427,0.1618566618566618,0.7999999999999999,0,5.031362231069169,7.367305396625033
2022-01-26,221,whack,302348,10163,1,4,22,37,24,10,2,0.03361358434651461,0.0318378045020043,0.0420906567992599,0.095282146160962,0.0316836262719704,0.0199660807893925,0.397497593840231,0.3102272727272727,0.2063439065108514,0.2026627218934911,0.1720930232558139,0.7999999999999999,0,4.4738656719631065,6.956407019622636
2022-01-27,222,mount,331844,11451,1,9,29,33,19,7,1,0.03450717807162402,0.053422756706753,0.1615787850755473,0.051418439716312,0.0607462226333641,0.0560437866173296,0.3507085020242915,0.4722848129788193,0.2656312226204699,0.2669376693766938,0.2206373292867982,0.7999999999999999,0,4.839039109228721,7.7289498950441935
2022-01-28,223,perky,296968,11148,1,4,17,30,27,17,4,0.037539398184316154,0.0662195497995683,0.1255010792476102,0.0923527597903176,0.0387758248535306,0.1002929386370644,0.4254581475978207,0.2443710597418192,0.2881192881192881,0.33421926910299,0.6272902603664416,0.7999999999999999,0,4.12976891560774,6.224529181762958
2022-01-29,224,could,313220,11592,1,7,29,35,20,8,1,0.037009130962262944,0.0710761640456367,0.1615787850755473,0.051418439716312,0.0594357076780758,0.0634443416589577,0.4546351084812623,0.4722848129788193,0.2656312226204699,0.22871551468407,0.3355075417855687,0.7999999999999999,0,4.792112632555782,8.564598438222264
2022-01-30,225,wrung,294687,11524,0,2,18,39,27,12,2,0.03910589880110083,0.0318378045020043,0.072463768115942,0.051418439716312,0.0607462226333641,0.0110237434474252,0.397497593840231,0.226070226070226,0.2656312226204699,0.2669376693766938,0.0869829683698296,0.7999999999999999,0,4.452395600549509,6.801986622386665
2022-01-31,226,light,341314,13347,1,10,25,27,19,12,5,0.03910475398020591,0.0444804193647856,0.1066142460684551,0.0280604378661732,0.0181159420289855,0.0560437866173296,0.1711658261643429,0.3679169992019154,0.2214111922141119,0.1335227272727272,0.2206373292867982,0.7999999999999999,0,4.876579698835988,7.437242319138574
2022-02-01,227,those,351663,13606,1,13,34,30,15,6,1,0.03869045080090883,0.062827628738822,0.0420906567992599,0.0765494912118408,0.0397779833487511,0.1173296330558125,0.2473444613050076,0.3102272727272727,0.2237494366831906,0.0774193548387096,0.2284599219453617,0.7999999999999999,0,5.589257637411574,9.222869313190412
2022-02-02,228,moist,361908,14205,3,13,32,29,16,7,1,0.03925030670778209,0.053422756706753,0.1615787850755473,0.0810206598828245,0.0397779833487511,0.0560437866173296,0.3507085020242915,0.4722848129788193,0.2795956371375366,0.0774193548387096,0.2206373292867982,0.7999999999999999,0,5.299999916608887,7.577299524042245
2022-02-03,229,shard,358176,14609,1,7,22,28,25,14,4,0.04078721075672295,0.1206444650015417,0.0420906567992599,0.095282146160962,0.0554270736971939,0.0634443416589577,0.2348087021755439,0.3102272727272727,0.2063439065108514,0.1729196729196729,0.3355075417855687,0.7999999999999999,0,5.050490441285867,7.198270513388696
2022-02-04,230,pleat,359679,14813,1,10,28,31,19,9,2,0.041183944572799634,0.0662195497995683,0.0538852913968547,0.0679925994449583,0.0827937095282146,0.0560437866173296,0.4254581475978207,0.2073568673983981,0.1323926748724107,0.1792988313856427,0.2206373292867982,0.7999999999999999,0,4.796210614625858,7.155005936381048
2022-02-05,231,aloft,319698,13708,1,4,22,36,25,11,2,0.04287796608048846,0.0568146777674992,0.0538852913968547,0.0765494912118408,0.0179617637989515,0.0560437866173296,0.1230383973288814,0.2073568673983981,0.2237494366831906,0.2089686098654708,0.2206373292867982,0.7999999999999999,0,4.87563643806284,7.764773852848501
2022-02-06,232,skill,311018,13716,1,3,17,33,27,16,3,0.04410034145933676,0.1206444650015417,0.0073234659266111,0.0810206598828245,0.0594357076780758,0.0366944187480727,0.2348087021755439,0.0631229235880398,0.2795956371375366,0.22871551468407,0.1412043903886087,0.72,1,4.380482786586774,6.524020507644899
2022-02-07,233,elder,288228,13340,1,3,13,24,30,24,5,0.04628280389136378,0.0233580018501387,0.0538852913968547,0.0300647548566142,0.179386370644465,0.0518809744064138,0.0454818372861002,0.2073568673983981,0.1589889930697105,0.349294506154308,0.1618566618566618,0.72,0,4.478447926785727,6.9061447576944985
2022-02-08,234,frame,336236,15369,1,10,20,24,24,17,3,0.045708966321274344,0.0460992907801418,0.072463768115942,0.095282146160962,0.0309898242368177,0.1173296330558125,0.536322869955157,0.226070226070226,0.2063439065108514,0.2034412955465587,0.2284599219453617,0.7999999999999999,0,4.340410040504298,6.775106870291458
2022-02-09,235,humor,305372,13846,1,5,22,34,25,11,2,0.04534141964554707,0.0376965772432932,0.091504779525131,0.0393925377736663,0.0538082022818378,0.0518809744064138,0.2778409090909091,0.4727200318598168,0.2586032388663967,0.1572780531771068,0.1618566618566618,0.7999999999999999,0,4.972884992866361,7.526446710659512
2022-02-10,236,pause,304830,13480,1,8,26,32,21,10,2,0.04422136928779976,0.0662195497995683,0.1744526672833795,0.051418439716312,0.0397779833487511,0.1173296330558125,0.4254581475978207,0.37779632721202,0.2656312226204699,0.0774193548387096,0.2284599219453617,0.7999999999999999,0,4.820048563014397,7.413253633493585
2022-02-11,237,ulcer,278826,10631,1,4,18,30,28,16,3,0.038127721231162086,0.0145698427382053,0.0538852913968547,0.0302189330866481,0.179386370644465,0.0518809744064138,0.075268817204301,0.2073568673983981,0.1932938856015779,0.349294506154308,0.1618566618566618,0.7999999999999999,0,4.6530532074523325,6.894479965992624
2022-02-12,238,ultra,269885,9310,1,7,23,34,24,10,1,0.034496174296459604,0.0145698427382053,0.0538852913968547,0.0474868948504471,0.0554270736971939,0.0524205982115325,0.075268817204301,0.2073568673983981,0.1869499241274658,0.1729196729196729,0.1135225375626043,0.7999999999999999,0,5.101396016975161,7.80014932078642
2022-02-13,239,robin,277471,3249,1,6,29,34,21,8,1,0.03702278975337432,0.0484119642306506,0.1615787850755473,0.0258248535306814,0.0678384212149244,0.0408572309589885,0.151034151034151,0.4722848129788193,0.2059004302397049,0.2341048151104017,0.1795392953929539,0.7999999999999999,0,4.941348948801028,7.361765587277916
2022-02-14,240,cynic,261521,10343,1,6,25,33,22,11,2,0.03954940521028904,0.0710761640456367,0.020891150169596,0.074313906876349,0.0678384212149244,0.0097903176071538,0.4546351084812623,0.1306653809064609,0.3265582655826558,0.2341048151104017,0.0626232741617357,0.72,0,4.173360614420796,6.315581193371436
2022-02-15,241,aroma,287836,10343,1,6,25,33,22,11,2,0.03593365666560124,0.0568146777674992,0.072463768115942,0.0765494912118408,0.0309898242368177,0.0524205982115325,0.1230383973288814,0.226070226070226,0.2237494366831906,0.2034412955465587,0.1135225375626043,0.72,0,4.399145183342538,6.699310972446293
2022-02-16,242,caulk,289721,10740,1,4,20,31,26,15,3,0.03707014679640067,0.0710761640456367,0.1744526672833795,0.051418439716312,0.0594357076780758,0.0199660807893925,0.4546351084812623,0.37779632721202,0.2656312226204699,0.22871551468407,0.1720930232558139,0.7999999999999999,0,4.460105351277111,7.215603015283874
2022-02-17,243,shake,342003,12767,1,6,16,23,24,21,9,0.03733008189986638,0.1206444650015417,0.0420906567992599,0.095282146160962,0.0387758248535306,0.1173296330558125,0.2348087021755439,0.3102272727272727,0.2063439065108514,0.33421926910299,0.2284599219453617,0.7999999999999999,0,4.658401384378454,6.828487037620382
2022-02-18,244,dodge,265238,10220,1,3,15,29,27,19,7,0.03853143214773147,0.0528060437866173,0.1615787850755473,0.0300647548566142,0.0326086956521739,0.1173296330558125,0.2792498980839788,0.4722848129788193,0.1589889930697105,0.2572992700729927,0.2284599219453617,0.72,0,4.395700604956019,6.589981653648445
2022-02-19,245,swill,282327,11241,1,1,8,19,31,30,10,0.03981553305209916,0.1206444650015417,0.0125655257477644,0.0810206598828245,0.0594357076780758,0.0366944187480727,0.2348087021755439,0.1568816169393647,0.2795956371375366,0.22871551468407,0.1412043903886087,0.72,1,4.524267629542171,6.602219430934411
2022-02-20,246,tacit,273306,11094,1,4,21,32,26,14,3,0.040591864064455224,0.062827628738822,0.1744526672833795,0.0302189330866481,0.0678384212149244,0.0560437866173296,0.2473444613050076,0.37779632721202,0.1932938856015779,0.2341048151104017,0.2206373292867982,0.72,0,4.677159157471622,7.121880899647606
2022-02-21,247,other,278731,10887,1,9,26,30,21,10,2,0.03905916457085864,0.0201973481344434,0.0184242984890533,0.0092506938020351,0.179386370644465,0.0518809744064138,0.0590356016223524,0.0725341426403641,0.0681818181818181,0.349294506154308,0.1618566618566618,0.7999999999999999,0,5.330444839014181,8.979172428041018
2022-02-22,248,thorn,306356,11814,1,14,38,30,12,4,0,0.03856297901787463,0.062827628738822,0.0420906567992599,0.0765494912118408,0.0554270736971939,0.0408572309589885,0.2473444613050076,0.3102272727272727,0.2237494366831906,0.1729196729196729,0.1795392953929539,0.7999999999999999,0,5.347219476627913,8.326982768093655
2022-02-23,249,trove,277576,11411,1,5,16,24,25,22,8,0.0411094619131337,0.062827628738822,0.072463768115942,0.0765494912118408,0.0120259019426456,0.1173296330558125,0.2473444613050076,0.226070226070226,0.2237494366831906,0.2247838616714697,0.2284599219453617,0.7999999999999999,0,4.8840773065068985,7.397460780659629
2022-02-24,250,bloke,250674,10405,1,6,21,32,25,12,2,0.04150809417809585,0.0700740055504162,0.0538852913968547,0.0765494912118408,0.0387758248535306,0.1173296330558125,0.5586969883220652,0.2073568673983981,0.2237494366831906,0.33421926910299,0.2284599219453617,0.7999999999999999,0,4.5401061061664345,6.746389707808781
2022-02-25,251,vivid,255907,11687,1,2,10,29,33,21,4,0.04566893441758139,0.0186555658341042,0.1066142460684551,0.0185013876040703,0.0678384212149244,0.0634443416589577,0.3487031700288184,0.3679169992019154,0.345821325648415,0.2341048151104017,0.3355075417855687,0.6399999999999999,0,3.853357887004952,5.622424222858906
2022-02-26,252,spill,248363,10087,1,5,26,34,22,10,2,0.040613940079641496,0.1206444650015417,0.0178075855689176,0.0810206598828245,0.0594357076780758,0.0366944187480727,0.2348087021755439,0.1144130757800891,0.2795956371375366,0.22871551468407,0.1412043903886087,0.72,1,4.439302037809975,6.428697289310771
2022-02-27,253,chant,250413,10438,1,9,33,33,16,7,1,0.04168313945362261,0.0710761640456367,0.0420906567992599,0.095282146160962,0.0607462226333641,0.0560437866173296,0.4546351084812623,0.3102272727272727,0.2063439065108514,0.2669376693766938,0.2206373292867982,0.7999999999999999,0,5.004282442493728,7.44626287295694
2022-02-28,254,choke,251094,10521,1,8,30,36,18,6,1,0.04190064278716337,0.0710761640456367,0.0420906567992599,0.0765494912118408,0.0387758248535306,0.1173296330558125,0.4546351084812623,0.3102272727272727,0.2237494366831906,0.33421926910299,0.2284599219453617,0.7999999999999999,0,4.875564660854821,7.140714630557867
2022-03-01,255,rupee,240137,10577,1,2,17,35,30,13,2,0.044045690584957754,0.0484119642306506,0.091504779525131,0.0280604378661732,0.179386370644465,0.1173296330558125,0.151034151034151,0.4727200318598168,0.1802872709262011,0.349294506154308,0.2284599219453617,0.72,1,4.401759297053218,7.102467763510982
2022-03-02,256,nasty,257304,10813,1,7,26,31,21,11,2,0.042024220377452355,0.0250539623805118,0.1744526672833795,0.0410884983040394,0.0692260252852297,0.1002929386370644,0.1100948509485094,0.37779632721202,0.0799699924981245,0.2725341426403642,0.6272902603664416,0.7999999999999999,0,4.799301032702989,7.014460212369058
2022-03-03,257,mourn,240018,10465,1,8,29,34,19,8,1,0.04360089659942171,0.053422756706753,0.1615787850755473,0.051418439716312,0.0554270736971939,0.0408572309589885,0.3507085020242915,0.4722848129788193,0.2656312226204699,0.1729196729196729,0.1795392953929539,0.7999999999999999,0,4.85761648060498,7.8296842571335805
2022-03-04,258,ahead,203730,9396,1,5,20,35,26,12,2,0.0461198645265793,0.0568146777674992,0.0420906567992599,0.0679925994449583,0.0827937095282146,0.0634443416589577,0.1230383973288814,0.3102272727272727,0.1323926748724107,0.1792988313856427,0.3355075417855687,0.72,0,4.788487201438567,7.121776098651934
2022-03-05,259,brine,229895,10405,1,9,25,29,22,12,3,0.04525979251397377,0.0700740055504162,0.072463768115942,0.0810206598828245,0.0607462226333641,0.1173296330558125,0.5586969883220652,0.226070226070226,0.2795956371375366,0.2669376693766938,0.2284599219453617,0.7999999999999999,0,4.5405060473061,6.847120838739637
2022-03-06,260,cloth,218595,9911,1,8,33,34,17,7,1,0.04533955488460395,0.0710761640456367,0.0538852913968547,0.0765494912118408,0.0692260252852297,0.028522972556275,0.4546351084812623,0.2073568673983981,0.2237494366831906,0.2725341426403642,0.2102272727272727,0.7999999999999999,0,5.174931457021784,7.733505031130668
2022-03-07,261,hoard,218595,9823,1,9,30,34,19,7,1,0.04493698392003477,0.0376965772432932,0.1615787850755473,0.095282146160962,0.0554270736971939,0.0634443416589577,0.2778409090909091,0.4722848129788193,0.2063439065108514,0.1729196729196729,0.3355075417855687,0.7999999999999999,0,5.231973305828487,8.136059901817381
2022-03-08,262,sweet,207473,9767,1,5,18,31,28,15,2,0.0470760050705393,0.1206444650015417,0.0125655257477644,0.0679925994449583,0.179386370644465,0.0560437866173296,0.2348087021755439,0.1568816169393647,0.1323926748724107,0.349294506154308,0.2206373292867982,0.72,1,4.807303776280702,7.335874549461327
2022-03-09,263,month,201799,9435,1,5,26,37,22,8,1,0.04675444377821496,0.053422756706753,0.1615787850755473,0.074313906876349,0.0692260252852297,0.028522972556275,0.3507085020242915,0.4722848129788193,0.3265582655826558,0.2725341426403642,0.2102272727272727,0.7999999999999999,0,4.992952025306592,7.895415401230017
2022-03-10,264,lapse,208884,9960,0,8,31,34,19,7,1,0.04768196702476015,0.0444804193647856,0.1744526672833795,0.0280604378661732,0.0397779833487511,0.1173296330558125,0.1711658261643429,0.37779632721202,0.1802872709262011,0.0774193548387096,0.2284599219453617,0.7999999999999999,0,4.918073272365905,7.754407202933462
2022-03-11,265,watch,226349,12400,1,6,14,18,17,24,20,0.054782658637767344,0.0318378045020043,0.1744526672833795,0.0474868948504471,0.0316836262719704,0.028522972556275,0.397497593840231,0.37779632721202,0.1869499241274658,0.2026627218934911,0.2102272727272727,0.7999999999999999,0,4.698036391868591,7.0867651788231525
2022-03-12,266,today,192049,9353,1,7,29,35,20,7,1,0.04870111273685362,0.062827628738822,0.1615787850755473,0.0300647548566142,0.0827937095282146,0.1002929386370644,0.2473444613050076,0.4722848129788193,0.1589889930697105,0.1792988313856427,0.6272902603664416,0.7999999999999999,0,4.951641298931846,8.02294447725763
2022-03-13,267,focus,179436,8937,1,4,23,36,24,10,1,0.0498060589848191,0.0460992907801418,0.1615787850755473,0.0302189330866481,0.0309127351218008,0.3051187172371261,0.536322869955157,0.4722848129788193,0.1932938856015779,0.1596973317403424,0.5938484621155289,0.7999999999999999,0,5.551790786743469,8.37688435380031
2022-03-14,268,smelt,185406,9373,0,5,19,33,28,13,2,0.05055391950638059,0.1206444650015417,0.0144927536231884,0.0679925994449583,0.0594357076780758,0.0560437866173296,0.2348087021755439,0.0951417004048583,0.1323926748724107,0.22871551468407,0.2206373292867982,0.7999999999999999,0,5.105447122297152,7.547039292060424
2022-03-15,269,tease,202855,10024,1,16,32,30,16,6,1,0.0494146064923221,0.062827628738822,0.1255010792476102,0.095282146160962,0.0397779833487511,0.1173296330558125,0.2473444613050076,0.2443710597418192,0.2063439065108514,0.0774193548387096,0.2284599219453617,0.72,0,5.031076019811989,8.258157823024543
2022-03-16,270,cater,217856,11234,1,7,19,22,19,18,15,0.05156617215041128,0.0710761640456367,0.1744526672833795,0.0474868948504471,0.179386370644465,0.0518809744064138,0.4546351084812623,0.37779632721202,0.1869499241274658,0.349294506154308,0.1618566618566618,0.7999999999999999,0,4.816937756029615,7.436435731345624
2022-03-17,271,movie,169071,8847,1,5,18,30,26,16,3,0.05232712883936334,0.053422756706753,0.1615787850755473,0.0185013876040703,0.0678384212149244,0.1173296330558125,0.3507085020242915,0.4722848129788193,0.345821325648415,0.2341048151104017,0.2284599219453617,0.7999999999999999,0,4.923927978174749,7.663834349010913
2022-03-18,272,saute,179830,9304,1,8,31,34,19,6,1,0.051737752321637104,0.1206444650015417,0.1744526672833795,0.051418439716312,0.0692260252852297,0.1173296330558125,0.2348087021755439,0.37779632721202,0.2656312226204699,0.2725341426403642,0.2284599219453617,0.7999999999999999,0,5.125883613120539,8.316721654869408
2022-03-19,273,allow,156311,8515,0,5,21,32,26,14,3,0.05447473306421173,0.0568146777674992,0.0538852913968547,0.0653715695343817,0.0538082022818378,0.0049337033610854,0.1230383973288814,0.2073568673983981,0.2515574013645802,0.1572780531771068,0.0615976900866217,0.72,1,4.416871040616495,7.147798995654769
2022-03-20,274,renew,154987,8417,0,4,20,33,27,13,2,0.05430778065257086,0.0484119642306506,0.1255010792476102,0.074313906876349,0.179386370644465,0.0049337033610854,0.151034151034151,0.2443710597418192,0.3265582655826558,0.349294506154308,0.0615976900866217,0.72,0,4.467068517994823,7.311965919366194
2022-03-21,275,their,173636,9200,2,14,36,30,13,4,0,0.052984404155820224,0.062827628738822,0.0420906567992599,0.0679925994449583,0.0678384212149244,0.0518809744064138,0.2473444613050076,0.3102272727272727,0.1323926748724107,0.2341048151104017,0.1618566618566618,0.7999999999999999,0,5.63715183496741,9.499482193139244
2022-03-22,276,slosh,160161,8807,0,2,19,36,27,13,2,0.05498841790448361,0.1206444650015417,0.0538852913968547,0.0765494912118408,0.0397779833487511,0.028522972556275,0.2348087021755439,0.2073568673983981,0.2237494366831906,0.0774193548387096,0.2102272727272727,0.72,0,4.976540426839247,7.205459003788103
2022-03-23,277,purge,156785,8555,1,4,22,35,26,11,2,0.054565168861817136,0.0662195497995683,0.091504779525131,0.0923527597903176,0.0326086956521739,0.1173296330558125,0.4254581475978207,0.4727200318598168,0.2881192881192881,0.2572992700729927,0.2284599219453617,0.7999999999999999,0,4.330715621156683,6.550081817164289
2022-03-24,278,chest,169066,9318,1,14,35,31,14,5,1,0.05511457064105142,0.0710761640456367,0.0420906567992599,0.0679925994449583,0.0397779833487511,0.0560437866173296,0.4546351084812623,0.3102272727272727,0.1323926748724107,0.0774193548387096,0.2206373292867982,0.7999999999999999,0,5.256364012027197,8.334682569032804
2022-03-25,279,depot,150197,8562,0,5,29,36,20,7,1,0.05700513325832074,0.0528060437866173,0.1255010792476102,0.0280604378661732,0.0538082022818378,0.0560437866173296,0.2792498980839788,0.2443710597418192,0.1802872709262011,0.1572780531771068,0.2206373292867982,0.7999999999999999,0,5.103223413852207,7.290176082034879
2022-03-26,280,epoxy,149507,9376,0,2,13,31,33,18,3,0.06271278267907188,0.0233580018501387,0.0178075855689176,0.0765494912118408,0.0009250693802035,0.1002929386370644,0.0454818372861002,0.1144130757800891,0.2237494366831906,0.0416666666666666,0.6272902603664416,0.7999999999999999,0,4.2742736049913646,6.570914427637851
2022-03-27,281,nymph,165468,9935,1,2,18,44,26,26,9,0.0600418207750139,0.0250539623805118,0.020891150169596,0.0393925377736663,0.0322232500770891,0.028522972556275,0.1100948509485094,0.1306653809064609,0.2586032388663967,0.2070331847449232,0.2102272727272727,0.7999999999999999,0,4.540496416160689,6.711772542398773
2022-03-28,282,found,173696,10613,1,6,17,22,20,21,14,0.06110100405305822,0.0460992907801418,0.1615787850755473,0.051418439716312,0.0607462226333641,0.0634443416589577,0.536322869955157,0.4722848129788193,0.2656312226204699,0.2669376693766938,0.3355075417855687,0.7999999999999999,0,4.481505285358369,7.27269177235287
2022-03-29,283,shall,149070,8494,0,3,17,30,28,17,4,0.05697994230898236,0.1206444650015417,0.0420906567992599,0.095282146160962,0.0594357076780758,0.0366944187480727,0.2348087021755439,0.3102272727272727,0.2063439065108514,0.22871551468407,0.1412043903886087,0.72,1,4.597786915493534,7.403704828407747
2022-03-30,284,stove,158139,9318,0,5,16,24,27,21,6,0.05892284635668621,0.1206444650015417,0.0184242984890533,0.0765494912118408,0.0120259019426456,0.1173296330558125,0.2348087021755439,0.0725341426403641,0.2237494366831906,0.2247838616714697,0.2284599219453617,0.7999999999999999,0,4.847812977219821,7.229295019326431
2022-03-31,285,lowly,135219,8469,0,2,9,26,32,24,8,0.06263173074789785,0.0444804193647856,0.1615787850755473,0.020891150169596,0.0594357076780758,0.1002929386370644,0.1711658261643429,0.4722848129788193,0.2608277189605389,0.22871551468407,0.6272902603664416,0.72,0,4.162025135614621,6.722205180030091
2022-04-01,286,snout,144648,8913,1,4,19,27,26,18,5,0.061618549858967975,0.1206444650015417,0.026595744680851,0.0765494912118408,0.0309127351218008,0.0560437866173296,0.2348087021755439,0.1168699186991869,0.2237494366831906,0.1596973317403424,0.2206373292867982,0.7999999999999999,0,5.034484707220389,7.715411904027219
2022-04-02,287,trope,155079,9315,1,16,33,28,15,6,1,0.060066159828216587,0.062827628738822,0.072463768115942,0.0765494912118408,0.0322232500770891,0.1173296330558125,0.2473444613050076,0.226070226070226,0.2237494366831906,0.2070331847449232,0.2284599219453617,0.7999999999999999,0,5.041159421738382,7.678489086008877
2022-04-03,288,fewer,124532,7931,0,2,10,24,32,26,6,0.063686442038994,0.0460992907801418,0.1255010792476102,0.020891150169596,0.179386370644465,0.0518809744064138,0.536322869955157,0.2443710597418192,0.2608277189605389,0.349294506154308,0.1618566618566618,0.72,0,4.053999389126929,6.180241085795028
