,0
comma,6.466796764204299
foray,6.774400009228032
scare,7.502512997959883
stair,8.233663163435233
black,6.968231494389911
squad,6.7145179514370845
royal,7.312588407912202
chunk,6.779491428756802
mince,7.350637569662059
shame,7.110654407512742
cheek,7.1267969166517915
ample,7.198802721335434
flair,7.197732641875379
foyer,6.660824553592603
cargo,7.365757004174555
oxide,6.930497758734974
plant,7.030352712022242
olive,7.303809530007608
inert,8.171738661442197
askew,7.162819828166925
heist,8.64811770425432
shown,7.297400118024645
zesty,6.515994100240439
trash,8.345575724197007
larva,6.48244585305285
forgo,6.327022413028314
story,7.715221048209662
hairy,7.749766727126014
train,7.850171592916521
homer,7.5878573093823345
badge,6.856877259252187
midst,8.351383110035156
canny,5.642116878848631
shine,7.350343236601777
gecko,6.761458230825757
farce,7.454684794503182
slung,6.531622905028107
tipsy,7.837410925419098
metal,7.5705468181924855
yield,7.52881141600008
delve,6.633614231946488
being,7.211259917200964
scour,8.03014537910214
glass,7.499052721422408
gamer,6.558142007262662
scrap,7.079441314532693
money,7.5330271774122455
hinge,7.659599607324301
album,7.359008513407105
vouch,6.7010836735436055
asset,8.073888074461355
tiara,7.827270042856377
crept,7.285081556989401
bayou,7.392619921749715
atoll,8.327774917028217
manor,7.390773437805065
creak,6.939918929913567
showy,6.849885891817251
peach,7.419454405755743
froth,7.61811372727547
depth,7.358312351172206
gloom,6.317981230435788
flood,6.856937968148022
trait,7.351731110146646
girth,8.084862952515145
piety,7.436725466730129
goose,6.763505470590324
float,7.883142335564323
donor,7.374903941433079
atone,8.315388398125853
primo,7.09264788487362
apron,7.498455966797238
blown,6.926521287379204
cacao,6.232159818847018
loser,7.759642733414841
input,7.6515549755788586
gloat,7.960852217256987
awful,6.875762473216831
brink,6.4108003909545825
smite,7.630490264989475
beady,6.629867843822521
rusty,7.303198996613075
retro,7.704740655235626
droll,6.985237912552528
gawky,5.39501552468815
hutch,6.545395957118492
pinto,7.480204592125791
egret,7.707764136819506
lilac,7.499788128984884
sever,6.632685510310737
field,7.557092523751762
fluff,4.756700920652955
agape,6.339691746775834
voice,7.598010948976293
stead,7.6252306397369845
berth,7.577884147473262
madam,5.586413929009798
night,7.582506148319976
bland,6.955811386652327
liver,6.6650196838922104
wedge,6.454886731352132
roomy,6.234879532817798
wacky,6.0845239456051985
flock,6.535865729031658
angry,6.8602532885361995
trite,7.319160166074103
aphid,7.285348399747232
tryst,7.196151703429059
midge,7.337730282411133
power,7.191130257770961
elope,6.718961504247495
cinch,6.851245762624167
motto,6.555561285533136
stomp,6.936284853810018
upset,7.857588639797009
bluff,5.5675843190343235
cramp,6.527658099604965
quart,6.830767360298103
coyly,6.522578194485386
youth,7.552494626554062
rhyme,7.555785446502827
buggy,5.013017344571714
alien,8.053746910960756
smear,7.7366981036747795
unfit,7.29339593044544
patty,5.949428497693824
cling,6.98319181386602
glean,7.4166692076059135
label,7.006409896012868
hunky,6.351310123738558
khaki,6.823516478313014
poker,6.999422229992358
gruel,7.223255583941867
twice,7.816085008876603
twang,7.131281550935061
shrug,7.390657649171795
treat,7.880238295967203
waste,7.578472862736179
merit,7.775027801494834
woven,7.177564562414652
needy,6.586283113821793
clown,7.073360346052016
irony,7.013847237990383
ruder,6.626943103921099
gauze,6.147915965947659
chief,7.804553339510518
onset,8.49018977822734
prize,6.339536461421307
fungi,6.586190641972999
charm,7.050279620275653
gully,5.580578368277369
inter,7.923397973823376
whoop,6.813610524278647
taunt,6.617886486730804
leery,7.27262896145391
class,7.820426869167752
theme,7.730968929729969
lofty,6.913582659115075
tibia,6.980635985772929
booze,5.549410966290779
alpha,6.793928117249523
thyme,7.764308948835276
doubt,7.9384735173621355
parer,6.468374971869008
chute,7.845866882076787
stick,7.108977885522982
trice,7.902508636982958
alike,7.136495444621612
recap,7.211691372633321
saint,7.7283694958808224
glory,7.183842630997884
grate,7.554873743646213
admit,7.276004541711246
brisk,6.623034393748949
soggy,5.8603289640187395
usurp,6.841511681226561
scald,7.440561465161872
scorn,7.266505118880971
leave,6.833300967394884
twine,7.69564335137222
sting,7.145081157488806
bough,6.749798328017944
marsh,7.962610029939391
sloth,7.966699910482943
dandy,5.539214028583923
vigor,6.929430146096706
howdy,6.723822314447909
enjoy,6.196986295763522
valid,7.2990601107991075
ionic,6.765346801658743
equal,6.805517171463055
floor,6.8328207296285
catch,6.516904758500263
spade,7.012975631128416
stein,8.087401972436805
exist,7.299030599640511
quirk,6.171788586414866
denim,7.5219080805959475
grove,6.569135978804725
spiel,7.7359384197482015
mummy,4.378513250307101
fault,7.200668548976162
foggy,5.181526621029316
flout,7.191850386419872
carry,6.1958798392519165
sneak,7.1105538035448275
libel,7.09213295223554
waltz,6.112887144710533
aptly,7.267688639158576
piney,6.8116002854304964
inept,7.410835080049332
aloud,8.116587340448758
photo,7.87914660306049
dream,7.298878346711563
stale,7.722456200876804
begin,7.331429749330417
spell,6.830077654483167
rainy,7.074597366983157
unite,7.607644690762148
medal,7.500120882934492
valet,7.47914696770383
inane,7.152039329824894
maple,7.33877048624142
snarl,7.388197301882183
baker,6.2884257817394955
there,8.88810144773219
glyph,6.430070815614835
avert,7.875671895891684
brave,6.350395330473186
axiom,6.710496674746311
prime,6.935572122350345
drive,7.017769546435218
feast,7.6969833532845255
itchy,7.561644166849265
clean,7.543035982175558
happy,5.906084882480217
tepid,7.68494401291028
undue,6.462328907344615
eject,6.257558732489118
chafe,6.892830324740157
torso,7.9010403990093705
adore,7.659662853614168
woken,7.2001653058663875
amber,7.039424304768008
joust,7.304608751571897
infer,6.721178607650554
braid,7.403161118166012
knock,6.084076660827304
naive,7.137969754627162
apply,5.957137083951159
spoke,6.76900609370188
usual,6.807286187363233
rival,6.917382323260879
probe,6.946409175372145
chord,7.544497389814334
taper,7.642281714218
slate,8.059091300416965
third,8.429250249421626
lunar,7.659106407293139
excel,6.511551544050918
aorta,7.671667800142694
poise,7.641162459334202
extra,7.569695330883333
judge,5.86971258611942
condo,6.978999003808119
impel,7.392527632613115
havoc,7.08401878065224
molar,7.676232112723615
manly,6.319986960418147
