GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,LatLon,intercept,predict,img
{EAC16248-52B7-4B86-8BA3-0913E2EE3A3A},2018-07-01 00:00:00,"We've been noticing big, red hornet/wasps that live under the stone path in our backyard last summer. We didn't have an ID on them until now. No current photo unfortunately.",Unverified,Please try and get a picture if you see them again!,2020-04-03,0.5739509570240047,0.3044763886360407,0.17475451464886835,1.0,2.999912640850444e-08,0.43890757963852967
{825396BC-07DE-45EA-8EC4-1311B30C10B8},2016-08-25 00:00:00,"We were at Skyline divide in 2016, I got the time and date from pictures taken during the hike. I didn’t put 2 and 2 together until today, up until then I thought I just got chased by the biggest, meanest hornets in the world that day, but hey, it’s",Unverified,"Thanks for this submission. That description is suspicious, but could still be one of our native species. We'll check it out.",2020-04-04,0.8921532306066197,0.36723531772602896,0.32763017510212517,1.0,0.03297125887747448,0.4438266210829481
{47D28B3C-3C0D-435E-99F1-2CFE2A0F82A0},2019-09-14 00:00:00,"Observed flying around my porch. Hovered in place like a humming bird while facing me. I tried, but was unable to snap a photo.",Unverified, ,2020-04-04,0.8358264091114139,0.29888988812153533,0.24982006190833514,1.0,0.04964845211978667,0.4381918069421688
{A0161ABC-0636-445B-A877-BBB2CA55EC8F},2020-04-05 00:00:00,"I am fairly confident this is what chased me around my pasture yesterday.  It is as huge, fast, and incessant.  I even smacked it hard with my cell phone, which stunned it, then it came back at me.  I was out checking my raspberry rows.  It didn’t stop",Unverified, ,2020-04-05,0.1934370921203997,0.22777894543017593,0.04406089685026444,1.0,9.069563261550936e-19,0.43552033149018526
{AA08DB6A-08EF-4922-8D7E-AAFF5A9B8599},2020-04-06 00:00:00, ,Unverified, ,2020-04-06,0.5367993145620863,0.3047385244294124,0.16358343103437017,1.0,4.041637339347277e-09,0.43763822907456107
{22E3A08D-494C-4539-8894-FDC32F2C9855},2020-04-06 00:00:00,"Unknown if this is our invasive species, but its a growing colony right above the sidewalk on the concrete support wall for the Highway 99 overpass over Cloverdale, on the northwest corner.  Definitely a hazard to pedestrians regardless of species.  Didn",Unverified,This is unlikely to be the AGH based on you description of the nest.,2020-04-06,0.5367953108359524,0.3047426915160439,0.16358444781733955,1.0,4.040752443134658e-09,0.43148049691907403
{CBF357AE-C33D-48C4-A4E0-DFC79F7C11DC},2020-03-24 00:00:00,It stung me through a paper towel,Unverified,"Unlikely to he AGH. When one of these stings you, they are described more like being shot through a paper towel!",2020-04-06,0.6839175659480434,0.1945838031072366,0.1330792809940146,1.0,0.0001228497430874621,0.4409051710876337
{C77D080B-8315-45F8-A0F1-33DEDC5D58C5},2020-04-06 00:00:00,Not sure but this this was huge and never seen it before around my pond,Unverified, ,2020-04-07,0.49522835919295594,0.5894146102745245,0.2918948303306083,1.0,1.8735224649784495e-09,0.43820446039196365
{B96D7B7E-8C04-4C89-88EE-656E8CF0FF6E},2020-04-07 00:00:00,"My husband and I were walking in the Orting Trail between Sumner, Puyallup and Orting when an insect buzzed past my head. It was larger than bees or flies I had seen before. I joked that “whatever it was it just darkened the sky for a bit”. I was jok",Unverified, ,2020-04-07,0.4440663444111989,0.31639907459423605,0.14050218043014864,1.0,3.1507512557821364e-11,0.4338684579329992
{6FA5F703-E43F-4E6A-BA03-055385387E7E},2018-07-20 00:00:00,Orondo State Park - near the apple orchards.,Unverified, ,2020-04-07,0.5834277767842598,0.582003967587357,0.3395572808891101,1.0,6.43306923180737e-09,0.444372936369397
{6B29A36C-EE9D-4188-849D-79E6A5A3D161},2020-04-05 00:00:00,I had arrived at the Ephrata gun ranger's 25 yd handgun bay. While I was offloading my gear and equipment I noticed a large orange headed beeline wasp flying around my vehicle. It lingered around my vehicle and myself. Realizing it could be the Asian hor,Unverified, ,2020-04-07,0.4755092072355341,0.6725528067542195,0.31980505196373227,1.0,2.7947816595394148e-09,0.4329225650924867
{46C10079-3B5B-49DE-B8F7-F1FBCB4BABD1},2019-07-28 00:00:00,It was a very large orange hornet about 2 inches. We were sitting down grilling under a tree near John Day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. I killed it in fear for my young children running around. It was,Unverified, ,2020-04-07,0.052013740788093885,0.516802344402937,0.02688082318045359,1.0,3.51632275506e-14,0.4377190109297029
{266F962C-6461-4A6D-8660-6AE608F41AB1},2019-12-22 00:00:00,"2 of these things were landing in front of my house, and went into burrows into loose dirt in front of the house.  They were about 1.5 to 2” long with orange/yellow heads.  I squashed them both, and flattened out the mount of dirt next to burrow.  I ju",Unverified, ,2020-04-07,0.6030551099556652,0.3192104256340403,0.19250147832973086,1.0,1.2412051903600227e-07,0.43702395035258274
{4AA114DD-D296-47C6-A3BB-6E8E5A257DC3},2020-04-07 00:00:00,"Last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. We teased them bigtime, but now I'm thinking maybe he did. Yesterday there was a big fat bee out back, but it was about one inch",Unverified, ,2020-04-07,0.48247355538888365,0.30661709917118984,0.14793464198014988,1.0,2.18918789001048e-10,0.43615652483513806
{38994878-498E-4CDE-B4CE-2B0D581A19C5},2020-04-07 00:00:00,"4/07/20. We prefer not to risk going close to eat, but my husband thought it was a mouse and put a trap at first, until he saw it was a big giant bee today and left immediately. We were advised to call you.",Unverified,Hmm... could also be a queen bumble bee or many of our native wood wasps.,2020-04-07,0.5663473472645204,0.25576835477950255,0.14485372924358197,1.0,2.5340976829733187e-08,0.43748245519455486
{5F24255E-DACB-4FA1-A445-E084F631A843},2019-09-18 00:00:00,I am not sure if this is this particular hornet but it is the biggest thing we have ever seen.   It was at our cabin in Eatonville last September.   I kept a picture because I wanted to try and find out what it was and have been unsuccessful.  It was abo,Unverified, ,2020-04-07,0.3697361010647252,0.31131614045477934,0.11510481597026849,1.0,5.764944348269227e-13,0.4351418947829634
{DA399673-4CAD-40B7-97F8-52304BFF3845},2019-09-07 00:00:00,"I don’t remember exact date but I definitely saw this hornet around late summer/early autumn. I didn’t get a photo of it unfortunately, but I am absolutely certain this is what I saw. I didn’t kill it because I unfortunately didn’t know at the ti",Unverified, ,2020-04-07,0.567947770058001,0.30538937127257093,0.1734452124136716,1.0,2.1597198747821257e-08,0.44197061707584273
{9E46DAE2-B75E-4708-94F8-54FFB3D867C3},2018-06-22 00:00:00,I've seen two in Ephrata between 2017-2018,Unverified, ,2020-04-07,0.4814026921054537,0.6651103900314922,0.32018593230846865,1.0,2.67404003269068e-09,0.43544253180999487
{19E73846-F24B-4F31-9DD7-0FC59329434E},2019-09-01 00:00:00,It was a big long  wasp with golden yellow stripes. They would stick a barb from inside there abdomen into this one tree and get stuck and die. I saw about 4 get stuck in the same tree.,Unverified, ,2020-04-07,0.45563551144932174,0.295296036345328,0.134547360549161,1.0,4.590539601925921e-11,0.4356564227975001
{C5B128DB-5AFA-4BEE-932C-C0CE907803E7},2019-07-26 00:00:00,We were able to kill one of them and later saw at least 2 more that same day.,Unverified, ,2020-04-07,0.5406829289125084,0.5707605167499952,0.3086004679040042,1.0,3.524189442293629e-09,0.4336638006419392
{AED5EB6F-DB33-4970-AEA0-100840AB6460},2020-04-07 00:00:00,"I was in my back yard in Snohomish. A very large insect flew past me, at a distance of about 7 feet. Since it was in the air and moving rapidly I was unable to take a photo. It may not have been one of these wasps, but the size startled me.",Unverified, ,2020-04-07,0.6649625918521508,0.3493654178168441,0.23231493373499823,1.0,1.733997628224234e-06,0.44053494852322594
{934B1425-2699-4768-8373-EF66CDBAC631},2015-05-03 00:00:00,"Interesting that this comes up now.  About 5 years ago, I was talking to someone on the West side of Holland Library in Pullman.  I believe I saw one of these wasps getting nectar out of vine maple blossoms.  It was VERY large and was bright orange with",Unverified, ,2020-04-07,0.3244096505814762,0.9767950572101891,0.3168817431992705,1.0,1.755486795348779e-05,0.4366790833230046
{04A51FB3-705E-46B4-B80F-B3A29135B518},2020-04-08 00:00:00,"100% caught one in my house last week, Everett, WA. I was shocked at the size, bigest wasp I had ever seen. Threw it outside alive.",Unverified, ,2020-04-08,0.6474366810711844,0.31631937906241836,0.20479676893867002,1.0,1.3001194032514375e-06,0.4356273193125109
{044EEB7B-71E6-42B4-91BB-32CEC22E9F5B},2019-07-28 00:00:00,"The following is a copy of an email that I sent to Dr. Chris Looney (CLooney@agr.wa.gov) on December 21 at 1:45 PM    Hello Dr. Looney,  I saw the article on KOMO about the Asian giant hornet that was found in Blaine. This reminded me of a similar sighti",Unverified, ,2020-04-08,0.5918686991359973,0.3236555350760604,0.19156158051363298,1.0,6.688869865100145e-08,0.43840682881811704
{47BBB2BB-2996-4BF5-8329-73F28A7E5778},2019-04-20 00:00:00,We were at flower world shopping for fruit trees and there was a hornet about three inches large up in the rafters of the far east building next to the fruit trees.  I did not take a photo as I don't usually carry phone with me but there were others ther,Unverified, ,2020-04-08,0.6114495890842407,0.333394797861137,0.20385411215501573,1.0,1.6321674411405526e-07,0.43668806776618735
{CE1A6C29-2394-48A7-A17F-0DFCF709954E},2020-04-08 00:00:00,I spotted two hornets on my patio umbrella. I was not able to get a picture of them,Unverified, ,2020-04-08,0.4732724589017508,0.31421330743488785,0.14870850462936114,1.0,1.4233054597386723e-10,0.43768676138004164
{AA6AE74F-0C8D-473E-9060-30C2CE574D59},2020-04-08 00:00:00,Yes I saw a large bee looking bug flying around my Japanese maple yesterday Thought it was a large wasp,Unverified, ,2020-04-08,0.5643817846475794,0.5177037373297767,0.29218255919290104,1.0,6.603140211317091e-09,0.437649742721281
{3AA62A75-F0A9-4DA2-B846-16A4325603D0},2020-04-07 00:00:00, ,Unverified, ,2020-04-08,0.5226821762119958,0.3331831879931628,0.17414891377751684,1.0,1.957077536559867e-09,0.43620320805979496
{620598A3-EE9C-4E4C-BAEC-39327473CF01},2020-04-03 00:00:00,I didn’t capture a picture but it was absolutely massive. I’ve never seen a bee that large in WA and I’ve lived here for 29 years!,Unverified, ,2020-04-08,0.5137210363778576,0.31833351434115625,0.16353462290114437,1.0,1.205567044936192e-09,0.4372549437821544
{0752FE56-5D25-489F-AC37-86E6FB0196AA},2019-07-08 00:00:00,Was driving by soap lake and got hit in the head by one.,Unverified, ,2020-04-08,0.5377839642760872,0.6735342858772474,0.36221593833492954,1.0,3.0704355904199468e-09,0.4400496160094404
{1A098A5A-81AA-4721-A8A2-2CC8FD080895},2020-04-07 00:00:00,Biggest hornet we have ever seen. Saw two of them,Unverified, ,2020-04-08,0.547880027011806,0.263752622985701,0.14450479420584056,1.0,8.080208995817036e-09,0.4397083923610893
{71F72F7D-8270-4544-BC0F-B219CAFA123F},2018-08-16 00:00:00,I can’t find a picture but these are definitely non native hornets. I think they’re European hornets. 2018 is the first year I started seeing them. Some bee keepers store hives on our property. I might have a specimen and will send a picture if I fin,Unverified, ,2020-04-08,0.2628950676763185,0.8972359974820345,0.2358789182796686,1.0,1.0946202886626865e-05,0.4401594777816265
{AC3FE194-329E-4758-841D-88A6B2692211},2020-04-05 00:00:00,No photo.  Was large hornet with orange/yellow head,Unverified, ,2020-04-08,0.8585534270561141,0.2569942595777214,0.22064330229420126,1.0,0.5606217854944493,0.428139929641813
{F3A14E04-0477-4C40-A87F-88ACC6D13869},2020-04-08 00:00:00,Several huge wasps flying around our rooftop deck area. Bigger than usual as we had a nest last year to compare too.,Unverified, ,2020-04-08,0.5332880467421673,0.29631710279134726,0.1580223689638956,1.0,3.3516211816331613e-09,0.43802665429753096
{816D3E16-A9C7-4721-98E3-98244720AFCD},2020-04-09 00:00:00,It was very large and distinctive. I am allergic to bees so my first instinct was to get away not take a picture unfortunately. I have never seen such a large bee.,Unverified, ,2020-04-09,0.31991480070785994,0.9755967593609004,0.31210784284217646,1.0,2.043264107690424e-05,0.4350525194792959
{ECAB40CB-30D1-4A69-960F-D1DF0FA08F06},2019-08-24 00:00:00,"I think I had two of these in my yard this last summer. I do not recall the exact date or time, just late summer on a weekend getting the yard ready for fall. I couldn't figure out what it was and didn't look like a mud wasp or anything I had seen before",Unverified, ,2020-04-09,0.5888378784522118,0.33994259317280123,0.2001710753594156,1.0,5.014316436382003e-08,0.4381014167903428
{04A35B46-D137-4428-AB36-AACD8E1FCB7F},2020-04-09 00:00:00, ,Unverified, ,2020-04-09,0.5962429033954278,0.3029365199044782,0.18062375017235288,1.0,1.0129164252652529e-07,0.4363158930261564
{ACF693FD-9B22-42F9-9762-AAF8A782FE4A},2020-04-09 00:00:00,Over the last 2 Summers I have notice a large hornet nesting in the ground where a garden was located.  They look similar to the Asian Hornet and do not seem aggressive.  These ground nest are next to a home and would prefer to have them erradicated if p,Unverified, ,2020-04-09,0.6018072819770934,0.3125699126448402,0.1881068495566088,1.0,1.2433879004148587e-07,0.4362105369337268
{B757C1C4-1B6E-4DF2-873B-FE0E670321EB},2020-04-09 00:00:00,I saw similar bees to this pictures yesterday when I was outside in my yard.,Unverified, ,2020-04-09,0.5774632925042253,0.320133044658406,0.18486508200784532,1.0,3.27287055525166e-08,0.43675888219122205
{7BCD90C8-1CAE-4214-B4E5-F90A0F759F10},2019-06-20 00:00:00,Saw a few flying around my house at separate times. They were huge so I looked them up. . Meant to call last year but got distracted.,Unverified, ,2020-04-09,0.49013188273887054,0.33546440748064704,0.16442180163036918,1.0,3.9137677167129835e-10,0.4338738810134451
{24787530-CACF-4C09-AD57-32E3B0127F56},2020-04-09 00:00:00, ,Unverified, ,2020-04-09,0.2927407106880801,0.0920358379867943,0.026942636621027163,1.0,5.627060776793875e-18,0.4329087349200703
{D0ACA64D-2369-4D88-954B-F864FFFA649F},2020-04-09 00:00:00,A giant wasp landed on my arm while I was walking on mallon street. I quickly brushed it off as it landed but I was massive with a big orange head and I remember thinking I've never seen a bee with such huge orange head.,Unverified, ,2020-04-09,0.5738409880128438,0.9431541668392083,0.5412205189474418,1.0,6.359415307426818e-10,0.4351305993345358
{DA2999E6-B8F3-4BE9-B9E3-CB52F8F1C1DC},2019-07-06 00:00:00, ,Unverified, ,2020-04-09,0.3804644856146129,0.6121756281166847,0.23291108545721698,1.0,6.594604999341902e-10,0.4358329040266854
{FBAC17E5-3BBE-45B6-ABD8-AE1BF88C632E},2018-07-14 00:00:00,THIS DATE IS AN ESTIMATE. IT WAS TWO YEARS AGO DURING THE SUMMER. IT DEVOURED A BEE IN FRONT OF ME WHICH IS WHY I REMEMBER IT. I WAS SHOCKED BUT DIDN'T KNOW WHAT IT WAS? THEN I SAW THIS ON THE NEWS..,Unverified, ,2020-04-09,0.6158502179361603,0.3022994765357866,0.18617119850655137,1.0,2.9523263424077796e-07,0.4370906720292117
{EAED92ED-D462-4BD1-9821-7F42D1055491},2019-09-30 00:00:00,"I live on the Saanich Peninsula of Vancouver Island.  Last fall, roughly late September, I saw one of these in my garden and made note of it in my garden diary.  I have lived in the PNW for over 60 years and have never before come across such a remarkabl",Unverified, ,2020-04-09,0.8393470189589791,0.1651532328909186,0.13862087369843054,1.0,0.9570576697571539,0.43940521817066647
{330DF5BF-042A-43C3-97F3-5D5D3A6576A0},2019-10-30 00:00:00, ,Unverified, ,2020-04-10,0.46060653781786276,0.3119339110478037,0.14367879879571405,1.0,7.147623134166338e-11,0.44060736785774024
{28514DE9-92C7-45EB-A399-F9F9B0B280A7},2020-04-11 00:00:00,Seen twice last few days,Unverified, ,2020-04-11,0.49789590845880577,0.26212198989845964,0.13050946628752347,1.0,4.0456196025183854e-10,0.4371359544380292
{DF8041A1-A4C4-40F5-898E-775A7A6E5DB5},2020-04-10 00:00:00,Flying past us near our house. Did not find a nest. We have many wild honeybee nests all around us. Last year found a huge pile of honeybees in our pasture dead and dying on the ground. I do have pictures but will have to search for them.,Unverified, ,2020-04-11,0.26854726131786677,0.9965069396316739,0.2676092095223348,1.0,0.00037951125845361394,0.43886112146410233
{192333AB-76D4-4536-B46F-D38F850C5536},2020-04-11 00:00:00,"Had a hive that was starting to do its spring activity.  Yesterday, no bees anywhere.  Still lots of honey in the hive.  Could this be the Wasp?  On the county line Snohimish/Skagit on hwy 530.",Unverified, ,2020-04-11,0.68899989590312,0.5477475203881188,0.37739798452860596,1.0,6.357471023982624e-08,0.43526408382913434
{4AA1D6E7-90B2-44E8-80F1-F0981E70BADC},2020-04-08 00:00:00,"I saw the very large hornet ""sniffing"" around one of my potted climbing roses. I live on the 9th floor of an apartment building in Bellevue, WA. We are East facing over the 405 freeway near Bellevue City Hall. It was so large it was rather startling and",Unverified, ,2020-04-11,0.559970479192637,0.3220355801483096,0.18033041813272777,1.0,1.3142148270111978e-08,0.44030367099517903
{D6105319-F8F8-4E29-AC72-64BBCB08833A},2020-04-02 00:00:00,"Saw this one who spent the morning either on the dirt or flying under my house, back and fort.   My wife was alarmed and gave me the electric swatted.   I went out and zapped it a few time before it quit moving. I remember seeing a giant stinger and was",Unverified, ,2020-04-12,0.7410907751480718,0.2791280006604805,0.20685918637500697,1.0,0.0005266794464912275,0.4357023728215006
{DB1012D6-4C92-4F0C-8086-32929E1AB020},2020-04-12 00:00:00,Saw a giant hornet flying near our porch. Did not bother us but was investigating an area where we commonly have other wasps.,Unverified, ,2020-04-13,0.5767551668085774,0.33220262042033677,0.19159957775477787,1.0,2.9192224312468042e-08,0.43369197728586445
{EF5051F6-1E6D-4A21-8F1C-A045E3DA56B4},2020-04-10 00:00:00,"My girlfriend was digging a flower bed behind the house and one of these giant hornets came out of the dirt and flew past her, it looked like it might have been a mole tunnel that it came from.",Unverified, ,2020-04-13,0.6489781156329498,0.3150480269756354,0.2044592748805266,1.0,1.439479024416361e-06,0.4419669888449887
{731D1EAC-C846-44A3-8780-3F9AF2568E54},2020-04-11 00:00:00,"Sorry, we don't have a photo, but my husband and I were sitting on our deck in Sammamish and a VERY large bumble bee flew around us for several minutes. It was bigger than any we've seen before. Then on Saturday night, we had to take our dog to an emerge",Unverified, ,2020-04-13,0.5463647501274527,0.3419745687911769,0.18684284982753474,1.0,6.257173888525726e-09,0.4395238025169164
{6837DBE5-8CB1-4913-A743-2B78C25D69AE},2020-04-12 00:00:00,it was bumping around my house.  (I'd left the door open). I caught it in a glass to release it and thought it was so weird looking I'd save it to show the grandkids but it was so angry I released it.  then THIS morning I saw the information identifying,Unverified, ,2020-04-13,0.6409514454785917,0.017534449435397653,0.011238730711289401,1.0,9.746438834931244e-05,0.4365798600448186
{2A65F013-7959-4B25-8D35-305012D6FF20},2020-04-12 00:00:00,"Couldn’t get a photo. It was 0.5-1” long and looked like a bee, not as much like a wasp, but not one I had ever seen before. It was buzzing around in a back corner of our yard close to the ground",Unverified, ,2020-04-13,0.5748814229776509,0.30932844013185407,0.17782717383045735,1.0,3.0612706719997576e-08,0.4344864894060298
{E5AE6B3E-FB11-46CC-866F-D6B948BAEB8C},2019-08-15 00:00:00,"I am a geologist, was working on a geotechnical exploration in Fife and an asian giant hornet came up to inspect me and landed momentarily a few feet away. I did not realize they were invasive at the time but feel positive in my identification because I",Unverified, ,2020-04-13,0.4612732916767882,0.302693266222403,0.1396243192788062,1.0,6.750116841050463e-11,0.4370806076506786
{DD71ED42-A272-45E1-A482-4306ED14D9CA},<Null>,"Saw this beast (fo sho!!) in our sun room last summer. It flew in, I freaked and it flew out. Recognized from TV show.",Unverified, ,2020-04-13,0.7950260375656287,0.2651088794625882,0.2107684619626054,1.0,0.01949790495442816,0.4370652871272049
{A2E73DE8-D26A-4BC8-A32D-D8E3268F2DEF},2020-04-06 00:00:00,"I was watering my plants at the windowsill when I heard a buzzing sound and a giant wasp was flying around the window and actually bumped into it. It was hovering for about 10-15 seconds before flying away, and before I could capture a photo. I was compl",Unverified, ,2020-04-13,0.8597465374441814,0.28652418876589675,0.24633817918548276,1.0,0.25648955721627187,0.43797433906357575
{72428E4E-60A7-4273-9CC4-A53979B7DCEC},2020-04-14 00:00:00,I saw it on my back porch screen door. However it flew off before I was able to take a photo.,Unverified, ,2020-04-14,0.8592810375522834,0.260028940416651,0.22343793771484072,1.0,0.5364855093338036,0.4348071427261644
{22543402-23E2-431F-A1DC-6B91DFAEAB95},2020-04-12 00:00:00,Looked dead or dying. Pretty sure it was an Asian hornet. Had the reddish/orange color and was in about 1.5 inches long,Unverified, ,2020-04-14,0.5669380303268917,0.2968441090286946,0.16829221448686923,1.0,2.1355328603968065e-08,0.43965325298813074
{EEAF1516-EB51-4D23-8F05-ACD23C94F583},2017-06-01 00:00:00,"I tried to report some sightings a few years ago and nobody got back to me.  I used to deliver packages for FedEx and there is a street where I saw one of these on 3 different occasions.  Don’t have a photo, but I describe as huge and dark orange.",Unverified, ,2020-04-14,0.6794969184654528,0.32400583079596584,0.2201609635906977,1.0,5.9063897486541114e-06,0.43473117303260506
{C688F9E8-0014-422F-B86F-14F3492DE339},2020-04-10 00:00:00,Was sitting still on the porch upper eaves about 4 feet from an actively yellow jacket hive being built it was the biggest bee I have ever seen with the orange color. I didn't realize what it was,Unverified, ,2020-04-14,0.43703259833818814,0.6898660099338111,0.3014939348265718,1.0,3.327254657570031e-09,0.4404692178793042
{A9AAD4EC-96BB-4C80-8AA8-33E29E113F7B},2020-04-12 00:00:00,The stinger was half as long as the body. It hovered over me as I sat there. The head looked like it had a small helmet on. Then it flew away.,Unverified, ,2020-04-14,0.6737635826409111,0.24588597861294756,0.165669017871426,1.0,2.143684724295069e-05,0.43234197697895194
{48CCE170-B732-4741-A52D-A8671715D7A3},2019-09-08 00:00:00,In Ephrata Washington,Unverified, ,2020-04-14,0.4753554641519704,0.6617639590239933,0.3145731139008959,1.0,2.5630070180922256e-09,0.43406346635613435
{474A8B68-7221-4905-AFC8-27036610A3D8},2020-04-13 00:00:00,The suspected Asian hornett was 1.5 inches long and resembled the photo on your site.  I definitely was snot any of the other pictures shown.  It came into the room when I opened the sliding screen and stayed on the screen until I shooed it way.  then it,Unverified, ,2020-04-15,0.557343767933356,0.30321988179537784,0.16899771143214273,1.0,1.230286551664075e-08,0.43402681238215457
{5939FD0A-B236-4F57-A4D8-31F4B423C5F0},2020-04-14 00:00:00,"I saw this huge hornet in my backyard. I’ve never seen a hornet like that before (WA native). It was huge. I sprayed it with my hose and tried to kill it, but when I came back outside later it was gone.",Unverified, ,2020-04-15,0.548013217634545,0.26411086221449687,0.14473624341440042,1.0,8.137926497131873e-09,0.43288860204346324
{6DB6BEA7-A49E-4A8D-BFE7-EE5242A109E2},2020-04-15 00:00:00,"Hornet not seen, but we have a dead honeybee hive.",Unverified, ,2020-04-15,0.8046469914667246,0.29518391567066615,0.23751884967376885,1.0,0.010829006606104126,0.4375862820838279
{BA1BAD2A-841F-4793-A890-AABE24F66F52},2020-04-12 00:00:00,"I heard a loud buzzing and my first thought when I saw it moving across the room was large horsefly (I didn't have my contacts in), but it was bigger than that. I followed it from my bedroom into the bathroom where it flew into the shower (I live in an R",Unverified, ,2020-04-15,0.817719958040951,0.3024644671220754,0.2473312313639421,1.0,0.016482889338499725,0.4410882300671841
{F11CA47E-4DD0-498D-875D-80D0986EA0F2},2020-04-14 00:00:00,"Size of a bumble bee, but it wasn’t so I took a closer look, alarmed by its size. I’ll try to get a photo tomorrow.",Unverified, ,2020-04-15,0.8592508761487374,0.28711904038245184,0.24670728700760647,1.0,0.2459986307096318,0.435089578809141
{7E547898-60CF-4290-8461-E6991270D651},2019-08-18 00:00:00,"nested in an old tree stump. while trying to remove the stump I was stung by one. it was the biggest bee I had ever seen! as long as my thumb. I had pest services in for removal/poisoning. I tried to get pictures, but they immediately retreated in deeper",Unverified, ,2020-04-15,0.48846126128049805,0.3362410482514755,0.16424072652319252,1.0,3.620129504326516e-10,0.4348024606224639
{2EF375EB-2C48-497F-A5FA-A8838A9C4C64},2020-04-14 00:00:00,"Possibly two individuals in Marysville, WA. One flew by and one then one was on a rhododendron (coul have been the same one as I didn't see the first one land). Went to grab my phone to take a pic but it flew away. I am very familiar with other stinging",Unverified, ,2020-04-16,0.681531612086982,0.32978479862423515,0.2247587654481557,1.0,5.793226058242148e-06,0.4373250651595546
