GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,img,class,label,LatLon,intercept,predict,imgtrans
{8BE98561-0104-44B6-98D2-1CB625378F9B},2020-04-06 00:00:00,We live on the coast and are familiar with the bees and wasps in our area. We are outside most of the day until night. We kept remarking about a strange huge bee buzzing around that was orange and we’ve never seen before. I have no picture but will try,Negative ID,This is a harmless native wood-boring wasp.,2020-04-06,0.4107439309341616,0.2011014706226798,0.4325941048779229,0,0,0.08260120856020033,1.0,7.598437597707579e-13,0.09807535819700353
{BE0AD7A4-F4FD-40F7-979C-AE5F4470B1E4},2020-04-07 00:00:00,"I live in Newcastle, WA and found a dead one on my front porch. I will leave it there if you want to confirm",Negative ID,This is a friendly neighborhood bumble bee!,2020-04-07,0.5274710141982085,0.5034907445238773,0.4395136480402815,0,0,0.2655767736534207,1.0,2.742748125879986e-09,0.5287866907483845
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16 00:00:00,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",Negative ID,"This is a native sawfly, Cimbex americana or Cimbex pacifica. Generally harmless, although thy can give a bite (no sting).",2020-04-07,0.5611971477946401,0.2610390387733255,0.4376454458480439,0,0,0.14649436402264476,1.0,1.8112066279756584e-08,0.4124992658687639
{BEE96943-A647-46B0-85FA-6B02B961D195},2020-04-07 00:00:00,"was in my house in Spokane, WA",Negative ID,"A paper wasp, Polistes dominula",2020-04-07,0.5469154278492796,0.922120366731816,0.4357869107506557,0,0,0.5043218548996657,1.0,1.8042098734661192e-09,0.2968135754110246
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13 00:00:00,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",Negative ID,These are native cicada killer wasps.,2020-04-08,0.426966865099161,0.5939271428906023,0.4340869398646378,0,0,0.2535872102973019,1.0,8.046529531680927e-10,0.19099781439397362
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12 00:00:00,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",Negative ID,"This one is a native predatory wasp, Sphex ichneumoneus.",2020-04-08,0.4531087141549751,0.2574860966171257,0.4370278467978638,0,0,0.1166691941509695,1.0,2.6169044840674803e-11,0.37405642309084997
{931A8E3E-9FE2-4271-A386-867C76516779},2019-01-20 00:00:00,"This is the cicada killer, either Sphecius grandis or Sphecius convallis.",Negative ID, ,2020-04-08,0.2471254386515955,0.972487306738426,0.4331182841120372,0,0,0.24032635226084223,1.0,0.0003730204744358587,0.13070322554658376
{D50C4D53-441D-4FFD-93D8-DBB6ED4FADCF},2020-04-06 00:00:00,I saw this trying to start a nest on the eve of my garage door. I hit it 3 times with a broom until it finally left. I have not seen it since then. It was 1 1/2 to 2 inches in length.,Negative ID,This was not like to be an Asian giant hornet. They do not form nests in the eaves.,2020-04-08,0.7537402246438133,0.2916986980135775,0.4325693013911588,0,0,0.21986504216906178,1.0,0.0007326397961865611,0.09653144950456309
{63BBFFBD-73DB-4CC9-AD84-42AB0FE8DE56},2018-07-20 00:00:00,"I killed this in my back yard a couple years ago. Didn’t think anything of it until I just read your article. Not sure if it’s a Asian giant hornet, but figure I would share.",Negative ID,"Thanks for your submission! This one is a native species, either Sphecius grandis or Sphecius convallis.",2020-04-08,0.305652554679791,0.5207430405013302,0.4409090799069443,1,0,0.15916644066095348,1.0,1.6318913992966187e-11,0.6156462282456734
{FCE0B369-AC4D-48CF-A318-7EAD391EEE81},2019-08-08 00:00:00,It was the only one located and was put into a pickle jar - the hand holding the jar is an adult females hand,Negative ID,"Thanks for your submission! This one is a native species, either Sphecius grandis or Sphecius convallis.",2020-04-09,0.257803841288493,0.9725358417109312,0.4395870300873216,0,0,0.2507234757838159,1.0,0.00024074980373761936,0.533354402593572
{EFB94730-2810-4BBB-A708-66AAA805E857},2020-04-09 00:00:00,i read the article on them about a week ago and noticed these abnormally big looking bees outside my window and made me curious because they were messing around with the small looking hives i have seen before that are usually around houses. i did not not,Negative ID,"Polistes dominula, a paper wasp!",2020-04-09,0.3736561464187921,0.2132925969203063,0.4345451400852083,0,0,0.07969808982489837,1.0,7.828179383349158e-14,0.21951877639198716
{4689DDB2-78D7-4219-ADB3-C2A3134A1359},2020-04-12 00:00:00,Was dead on the ground..looked like it had Larvae.  Large park across the street,Negative ID,This is a nice fat beetle larva.,2020-04-12,0.6555591275867962,0.1855268191506227,0.4331562397997231,0,0,0.12162379970633554,1.0,2.0030344086761524e-05,0.13306580128858458
{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-04-11 00:00:00,"My initial thought was, ""this looks like a huge bumblebee. It was sluggish, appx. 1.25"" long, and I moved it from patio to lawn.  I don't believe it's the Asian hornet, but would like to know if you can identify it. Is it dangerous?",Negative ID,"It is a huge bumble bee! This is a native Bombus vosnesenskii. The queens are active this time of year searching for sites to start their colony. Not dangerous, unless you are one of the very rare people that is truly allergic to bumble bees stings. Also",2020-04-12,0.5840411497999047,0.2985729677118819,0.4329126284360007,0,0,0.17437889936161735,1.0,5.403732323505024e-08,0.11790205815821055
{9700CFCE-AA79-46D4-B495-5C51ECEF3C55},2020-04-13 00:00:00,"Over an inch long. I have single-paned windows and I only noticed my window thumping because I thought it was wind. It was this bug flying into the window repeatedly. I thought the time of day was strange, along with it’s size. It was not not skinny.",Negative ID,"This is one of the yellowjacket species, but I cannot see it quite well enough to know which one. Not an Asian giant hornet though!",2020-04-13,0.802128191579121,0.270711160961747,0.4387875373636949,0,0,0.21714505398253048,1.0,0.023876687593659778,0.48358947327979906
{E3C77A6C-8557-4CE0-AE46-EA14D63AC2BF},2020-04-10 00:00:00,"Very large wasp that landed on my window ledge, see picture.  I did not know at the time to look for an orange face, I don't know what the face color was.  The window ledge is about 3 inches",Negative ID,"Polistes sp., a paper wasp.",2020-04-13,0.5362545158481171,0.2888854912962353,0.4359501777223796,0,0,0.15491614927060812,1.0,3.9666455976139715e-09,0.30697623113884404
{7B407363-24DF-4E47-A515-5480DA03FB8B},2020-03-04 00:00:00,"I am not sure what this is, but I saw this on my living room wall one evening.  I had returned from visiting my daughter in Tx  on Feb 11, 2020,  who had been in Thailand in January.",Negative ID,A species of ichneumonid wasp,2020-04-13,0.5285202059953461,0.2488217582411867,0.4318917184211583,0,0,0.1315073269217562,1.0,2.5250042573898517e-09,0.05435486976869062
{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-04-14 00:00:00,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee.",Negative ID,"Native digger bees, harmless and beneficial!",2020-04-14,0.5309403187483603,0.251800218082074,0.4319822513850954,0,0,0.13369088804940302,1.0,2.9336464916084684e-09,0.059990151263758514
{6A797976-1323-4D8E-B652-6B5422FFE2BA},2020-04-13 00:00:00,"Our AWESOME dog caught and chewed this monster hornet, so it has saliva and mud on the body. My son severed the neck - as it was writhing. I have saved it to submit if someone wants it.",Negative ID,"Hard to be sure, but this looks like a bumble bee",2020-04-14,0.7636064212804382,0.2796219476967364,0.4370298991785631,0,0,0.21352111479217073,1.0,0.0018910797232164628,0.37418417482317856
{936ED6CF-642D-4FBD-9AC9-69BED4D4109C},2013-08-31 00:00:00,"Photo taken August of 2013 at Moran State Park. Massive hornet/wasp whose stinger was close to an inch long. In the photo the stinger is kind of hidden behind the wing, but the stinger extends past it a bit.",Negative ID,Native wood wasp.,2020-04-14,0.7795795596054996,0.2222680535784459,0.4374021887551771,0,0,0.17327563132305646,1.0,0.03474980562675517,0.3973575745514563
{81B5EB5F-4F6E-4584-A6C8-EA84567B4718},2020-04-14 00:00:00,This bee is larger as a normal bee,Negative ID,This is a queen bumble bee.,2020-04-14,0.1887094251123646,0.4833871165021506,0.4403792771042459,1,0,0.09121970486184446,1.0,1.7576384340259136e-13,0.5826683183193347
{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},2020-04-15 00:00:00,"Not Asian Giant Hornet but large, different than I have seen in West Seattle and hard to kill, so here it is.",Negative ID,This is a yellow jacket species.,2020-04-15,0.5134696371185771,0.2829469186147894,0.4326064776787012,0,0,0.14528465162495546,1.0,1.0863246056200862e-09,0.09884551099258265
{48804E03-CD10-4229-82CB-CD125BFC6D37},2020-04-11 00:00:00,"This bee was at my hummingbird feeder. I wasn’t able to get a very good photo, so it might be impossible to tell.  The bee looked particularly large and reminded me of one I saw about a month ago but was unable to photograph.  It landed on my kitchen w",Negative ID,Yellow jacket,2020-04-15,0.8288469852672188,0.2547452369365444,0.432483801306731,0,0,0.21114482164603815,1.0,0.18775939108448406,0.09120944277188062
{0CB4EBA6-E80E-4B88-8236-3C8E72A2BA72},2018-07-20 00:00:00,I was told to send this to you guys even though it was 2 years ago. I've seen about 3 since then around george and quincy area. I had no idea we werent supposed to kill them.,Negative ID,"This is a western or Pacific cicada killer, a more or less harmless native. You shouldn't kill them because they are important to the overall ecosystem. We are asking people not to try and kill Asian giant hornet nests because of the health risk and our",2020-04-15,0.4509802762288701,0.651089109168556,0.4373915122209584,0,0,0.29362834630244433,1.0,2.104500227202395e-09,0.396693006938758
{8478B985-76DB-408F-8581-022AE3AED2E6},2020-04-15 00:00:00,Trapped this one,Negative ID, ,2020-04-15,0.8215275237324534,0.2904340561964711,0.4388246249701387,0,0,0.23859957099465914,1.0,0.03275444682305142,0.48589801475684863
{3CE3A39B-778B-4CE3-BBAF-EB9ED0D48C68},2020-04-15 00:00:00, ,Negative ID,"paper wasp, Polistes sp.",2020-04-15,0.8215257993035772,0.290432624870206,0.4326929874144778,0,0,0.23859789429033196,1.0,0.03275326309350323,0.10423036411087935
{C02A4CB0-0D3F-4E52-9D30-858F9556EABA},2020-04-15 00:00:00,It is very near the house but in the dirt.  It seemed to be looking for something in the dirt.,Negative ID,This one is a yellowjacket.,2020-04-16,0.3725113719925653,0.2187689813381091,0.4379217935852654,0,0,0.08149393338767492,1.0,8.208300743042414e-14,0.4297007052345481
{536A7E41-B3F8-4850-840B-4910ABF50298},2018-06-19 00:00:00,"Found this in my horses water tank near  Trinidad, Wa.",Negative ID,"This one is a cicada killer, probably Sphecius grandis.",2020-04-17,0.4301866201563564,0.5922990743222686,0.4363265766627694,0,0,0.25479913690443523,1.0,8.188278377215152e-10,0.33040542080964996
{D91109DA-8C76-45D5-B360-0A78C7DF8A19},2020-04-13 00:00:00,"It is a little over 1 inch, and I doubt that it is an Asian Giant Hornet. However, it doesn't look enough like what I am familiar with.",Negative ID,Thanks for the submission! This is a yellowjacket.,2020-04-17,0.6764924623982115,0.2662182278098877,0.4351409003221585,0,0,0.18009462446639896,1.0,1.6698895805720077e-05,0.25660224845324076
{1D066D77-AC48-4AE4-9722-B417325BF4B4},2020-04-17 00:00:00,"Glengary Rd, Bellingham, WA. There is a big bee nest appeared out of nowhere on top of the mail box.",Negative ID,The giant hornets nest in the ground. This could be a paper wasp?,2020-04-17,0.8125247732683963,0.2724632344330269,0.4364822679444092,0,0,0.2213831277816691,1.0,0.04031377623993867,0.3400965229255366
{32475E51-FEA3-4B85-A229-4EB323EFAAD5},2019-08-25 00:00:00, ,Negative ID,"This is a native woodwasp, a non-stinging herbivore..",2020-04-17,0.56131317722325,0.3065022549894743,0.4333084293648738,0,0,0.17204375457423257,1.0,1.5040891511803132e-08,0.1425389368509211
{44911F51-A718-4D56-B9BA-883022A36656},2020-04-18 00:00:00,Much bigger than a Yellowjacket we s aw at the same time. Around 2 inches long,Negative ID,This is a yellowjacket.,2020-04-18,0.7221174015813004,0.2902992512862433,0.4360272204402224,0,0,0.209630141019819,1.0,0.00013053585024925995,0.31177180374918195
{A8B41FEE-F611-4EA7-982A-2897694D27B3},2020-04-18 00:00:00,All black at least two inches long with visible stinger. Seen twice two years ago in same location. Single hornet chewing on wood fencing 10-14ft from Creek with dense blackberries along most of the Creek.,Negative ID,AGH are mostly orange colored. This sounds like a native woodwasp.,2020-04-18,0.8340781634339778,0.2572531807973253,0.4347889552173875,0,0,0.2145692605769821,1.0,0.22210707535306856,0.23469520321859516
{D69447EA-07C8-4505-948E-4F0E0E77FCC0},2020-04-18 00:00:00, ,Negative ID,"This is a native sawfly, Cimbex americana.",2020-04-19,0.8480416030783519,0.2616292656775771,0.4319938773406105,0,0,0.22187250187742452,1.0,0.353553088281291,0.06071381620443595
{363B8679-6012-4377-997A-94E5F855FA7E},2020-04-19 00:00:00,Pictures don’t de justice. Face was orange and wasp was size of thumb.,Negative ID,This appears to be a paper wasp!,2020-04-19,0.5274710141982085,0.5034907445238773,0.4361022995273813,0,0,0.2655767736534207,1.0,2.742748125879986e-09,0.3164451489279286
{DCE2AEB5-3762-48C0-9F40-3E370887DE4D},2020-04-19 00:00:00,Found in our tent we set up in our yard. There were two and they caught our eye because they were so large. Unsure if they are so figured I would report just in case.,Negative ID,"Thanks for checking. This is a regular old yellowjacket,",2020-04-19,0.2702234243954952,0.5341016085504836,0.4382464217597691,0,0,0.14432676563765398,1.0,1.181598694018523e-11,0.4499073908991179
{9BAB11A6-84A4-4639-ABF4-E1ABF0D501CD},2020-04-19 00:00:00,"1.5-2 inches long, all black with one small yellow marking on its body. Long wings. Looks like it was trying to eat a spider. Probably not Asian wasp, due to the lack of yellow head but after it was smushed with a shoe, it had a giant opening where it’",Negative ID,"Harmless male Cimbex americana, a native sawfly.",2020-04-20,0.6621356066232842,0.2643275759318565,0.4335000225625783,0,0,0.17502069983690202,1.0,7.3723611459078464e-06,0.1544647763976696
{530477A3-F552-4EC3-B0F3-829588D43BED},2020-04-19 00:00:00,"Large and wide, yellow head, black body with yellow stripes big black eyes Was sitting on one of our Adirondack chairs, wings were back and it was sitting very still.  Didn’t look like anything I had seen before, I hit it with a fly swatter and it look",Negative ID,"This (very detailed!) description doesn't match the hornet. Sounds like a bumble bee, actually.",2020-04-20,0.6526889388973268,0.2734833796996293,0.4315304438028123,0,0,0.1784995769022058,1.0,3.5826118502335217e-06,0.031867103071711006
{1FC586E5-8D49-4C0F-859B-9331A623446C},2020-04-21 00:00:00,set trap,Negative ID, ,2020-04-21,0.6519427538882785,0.2723142463806947,0.4363201676974213,0,0,0.17753329970844126,1.0,3.499398276159358e-06,0.33000649071548294
{C10A6385-1A9E-407C-B704-D4C92E0AD487},2012-07-19 00:00:00,I found this dead outside of my business years ago.,Negative ID,"It's a cicada killer wasp, a harmless (but scary looking) native.",2020-04-21,0.329427501930744,0.6024519920158042,0.4341972436419345,0,0,0.19846425476296692,1.0,2.9731900752513614e-10,0.1978637426482199
{01AA7FD6-8F00-4754-8E0F-A19DAAFBD823},2020-04-23 00:00:00,Was attached to my window at work.,Negative ID,This one's a yellowacket,2020-04-23,0.5220038356225125,0.2922462453709596,0.4339137056945817,0,0,0.15255366102991885,1.0,1.7896500068469496e-09,0.18021474411352703
{91EAC5B5-4D18-4115-8853-F4B9DD6CC8FD},2020-04-23 00:00:00,Black face. We have it captured alive if you want it,Negative ID, ,2020-04-23,0.6404506671692138,0.1816753804074845,0.4338792502428911,0,0,0.11635411859019416,1.0,7.2858847200224816e-06,0.1780700427708061
{5B740387-81A0-4580-968F-C1BFC8A48F34},2020-04-24 00:00:00,My dog ate one and threw it up in the house,Negative ID,I think this one is ok - other vomit hornets have more distinctive orange coloring.,2020-04-24,0.4147975705260616,0.2958029610236848,0.4390612176113371,0,0,0.12269834958703975,1.0,4.847274842221974e-12,0.5006248730726919
{9ED9A420-7FB1-4CA1-97D1-BF13382D8E4D},2020-04-24 00:00:00,Found at our front door. Curious what it is.,Negative ID,It's a grig!  ,2020-04-25,0.5451069946530391,0.963215825784174,0.4376398136178855,0,0,0.5250556839954564,1.0,1.7722409116357232e-09,0.4121486841468456
{0D27160B-9B8C-4966-89DE-F405557650F0},2020-04-26 00:00:00,I’m not sure if this was a giant Asian hornet but it was GIANT!,Negative ID,"This is a stonefly, a native aquatic species.",2020-04-26,0.8237155776282443,0.2557867219765825,0.4404728196184284,1,0,0.21069550744257576,1.0,0.13929458630741973,0.5884909311694015
{1DEF08E5-9842-4CB4-89BF-718AEDD39319},2020-04-26 00:00:00,It was in our back yard in Lacey WA,Negative ID,"This is a Cimbex sawfly, a native plant-feeder.",2020-04-26,0.3783093945653393,0.227346919655754,0.4316484299065262,0,0,0.08600747553126313,1.0,1.4525977659424063e-13,0.03921122258376143
{D1A5F20D-AE7B-413E-88E0-E26333EF95AA},2020-05-01 00:00:00,I think it may be an elm sawfly but I figured I would submit to be sure. I have a few more pictures. It’s body length was greater than an inch. Looks like a hornet to me.,Negative ID,You are correct. A harmless native elm sawfly! Good work on the ID.,2020-05-01,0.2818514946487273,0.2065479273094431,0.4337385721242585,0,0,0.05821584202876321,1.0,1.3203541108982878e-16,0.16931344446433366
{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},2020-05-01 00:00:00,"I killed it, but I still have it. It is 1 1/2 inches long",Negative ID,This is a native elm sawfly.,2020-05-01,0.3758474028253522,0.2269959844792159,0.4338872129213108,0,0,0.08531585121829725,1.0,1.2283859682355686e-13,0.1785656847159998
{9E37A2AC-716C-4CE7-82F2-C29BE18253FA},2010-02-20 00:00:00,I saw on the trail/walking path near Lake Chelan River Reach,Negative ID,This is a Jerusalem cricket (Stenopelmatus):  ,2020-05-02,0.5646605400172187,0.5903302199818372,0.4365145638118259,0,0,0.3333361808034277,1.0,4.71866191905475e-09,0.34210679958175044
{ECB890B2-6230-437F-AC3D-D1E018AF344B},2020-05-02 00:00:00,Very large hairless legs,Negative ID,"This is a bee. The legs are actually covered in pollen, making them appear large and hairless. Clearly an effective pollinator!",2020-05-02,0.3748605368147082,0.2213202553486045,0.4336154087815749,0,0,0.08296422972794618,1.0,1.015020905000463e-13,0.1616470644441464
{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},2019-07-24 00:00:00,This hornet came flying by us and around us when we were in our back yard swimming pool. I have More pictures and a  video of it as well if needed please send an email or call.,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020-05-02,0.464308140659199,0.5747797709357497,0.4316906362267265,0,0,0.26687492673169827,1.0,1.07723743439985e-09,0.0418383816301059
{3982DA63-03A8-45F4-BDB7-E95D3118430B},2020-04-25 00:00:00,"(2) discovered on property. 1st one captured, now deceased, in mason jar (still have it). 2nd one spotted today 5/2/2020, killed on sight.",Negative ID,"This is a stonefly, a harmless native aquatic insect.",2020-05-02,0.7625335801730108,0.3027369560634877,0.4373841851163662,0,0,0.23084709495777075,1.0,0.0008319690663890041,0.396236926687705
{87EB2DA1-92A9-4926-AF24-0182F5AF7AD3},2020-05-03 00:00:00,I understand there may be AGH traps that can be made to catch them--how do you make it?!  Thanks--john,Negative ID,Please visit here to learn how to help!  ,2020-05-03,0.4135308543436516,0.2553211505781259,0.4391072627902362,0,0,0.10558317353057652,1.0,2.2889286999687688e-12,0.5034909843022725
{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11 00:00:00,Never have seen a bee like this and I have lived in Washington my entire life.,Negative ID,"This is a native sawfly, Cimbex pacifica or Cimbex americana",2020-05-03,0.5604231255766049,0.2625473964175215,0.4370079847329055,0,0,0.14713763251230733,1.0,1.7181383971441632e-08,0.3728200963183041
{0D232BA7-97A5-4810-A7A6-A4F70BC16809},2019-05-20 00:00:00,East Bremerton Kitsap county,Negative ID,This is a native elm sawfly.,2020-05-03,0.5195903742380181,0.2510399235932007,0.4384017158913253,0,0,0.13043792784847463,1.0,1.4585900187205604e-09,0.4595737721573277
{43506835-18B8-46B2-A2CB-586AF9C8ECE6},2018-05-26 00:00:00,it was about two inches long and flew really slow. The neighbor seen one later that year also who lives about a mile and half away. Only one I've ever seen and I took pictures because it was so huge.,Negative ID,This is a native sawfly,2020-05-03,0.6561124229087918,0.9497211516190932,0.4393300049946138,0,0,0.6231238458765312,1.0,2.6926762037324276e-11,0.517355713434216
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10 00:00:00,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020-05-03,0.2686492671793156,0.7225958272935731,0.4314896830061773,0,0,0.1941248394692497,1.0,1.3279159056576527e-08,0.029329921552268573
